,reviews,senti
845,good product best photographybuy zoom lens experiencegood beginner,2
846,cardi happy,2
847,memory card,1
848,good beginner,2
849,nice qualityfocus excellent,2
850,given camara lens,1
851,happy great quality picture,2
852,canon always best,2
853,good option beginner best combination would lens,2
854,easy handling mobile also quality excellent,2
855,good photo quality,2
856,good beginner,2
857,wonderful product superb amazon delivery,2
858,best camera beginner,2
859,best beginner,2
860,memory card main draw back,1
861,good camera beginner learn photography,2
862,good product beginnerspicture quality much goodbut nice product home photography,2
863,good,2
864,received damaged used item,0
865,wonderful camera beginner easily camera take super snap perfect option beginner,2
866,good,2
867,wooowww,1
868,best camera outdoor,2
869,best camera learning photography photo sharing wifi awesome,2
870,easy beginner,2
871,beginner camera awesome thank canon giving dslr price range,2
872,perfect beginner photographer,2
873,nice camera budget,2
874,received canon eosd storage card protector lence cost hdfc banki love happy product,2
875,good,2
876,start photography camera give experience,2
877,bought capture moment family friend beauty capturing memory,2
878,nice product,2
879,good,2
880,good,2
881,good family photo beginner good result lens,2
882,previously informed support external thats give star,2
883,nice pictur quality,2
884,flash light complained major mistake,0
885,nice camera budget,2
886,giving star meansthe sufficientits conjusted bought good product,2
887,super dooper camera double lens loving take photo soon become photographer,2
888,loving lens awsm,2
889,didnt receive camera cardso disappointed,0
890,compact able lens well choice worth makinggood camera beginner,2
891,product good condition best beginner overall liked product,2
892,user friendly,2
893,dont much noise even auto focus nikon,0
894,wonderful camera true value money product gifted friend,2
895,great camera using dslr first time problem landscape long distance photo good,2
896,missing touch screen display camerathe camera good month experience good,2
897,sach awesome product range happy,2
898,excellent,2
899,good product recommend beginner also experienced person also nice camera,2
900,wonderful cemra ilke picture quality good,2
901,super product,2
902,nice product price range,2
903,nice,2
904,best,2
905,love camera,2
906,good product beginner,2
907,excellent,2
908,,2
909,taken installment installment hasnt taken account know itll taken,1
910,awesome,2
911,superb,2
912,nice camera awesome feature reasonble cost,2
913,good,2
914,terrific experience proceed,2
915,good,2
916,picture quality good good,2
917,best entry level dslr canon great beginner,2
918,lens received single lens trying customare care connectedi satisfy,2
919,good product brought offer explore much hope good product,2
920,camera unit good battery charging charger blink rapidly,2
921,amazing camera price best across online platform picture quality great loved,2
922,good price specially beginner,2
923,picture quality auto focus also dispointed,0
924,nice camera nice featuresuper camera quality,2
925,best camera begin photographer,2
926,receive lens late notice since person dslr help,2
927,good product beginner,2
928,best camera,2
929,product good looking nice picture quality super,2
930,card missing package,0
931,cannon brand speaks awesome product,2
932,awsume picture quality remote control system good attractive love canon,2
933,overall good product beginner,2
934,packaging good inculde carry case bill product doesnt provide,2
935,dont know,1
936,excellent easy learn dslr photography great product,2
937,best choice beginnersmust productcanon always,2
938,good quality picture easy feature worth money,2
939,beginner,1
940,good value money fact steal price sufficient beginner built flash irritating,0
941,good beginner,2
942,nice camera beginner price rage costly camera,0
943,best camera beginner,2
944,experience batter,1
945,best camera market beginner price range,2
946,good,2
947,little heavy,1
948,good photographer know read option instrument superb product,2
949,good product didnt receive memory card,2
950,best dslr beginnersi diwali selldelivered packaging good,2
951,excellent,2
952,good product specially beginner start,2
953,nice product also budget price product really loved thanks amazon,2
954,,2
955,waste money suitable flash available dont canon waste money heavy headache product,0
956,good auto focus blur background,2
957,beginner best camera,2
958,auto focus working properly picture quality good,2
959,recived battery problem battery charge return,0
960,need auto focus good begginers,2
961,good,2
962,best dslr beginner,2
963,best camera beginnersvery easy handleeven good quality night well,2
964,great camera although slow focus macro incapable good quality,2
965,good beginner,2
966,easy good picture quality,2
967,good,2
968,good camera purchase double lens,2
969,suited beginnersauto focus mode badpicture quality reasonable price,1
970,nice camera perfect picture quality delivery,2
971,well product,2
972,baught,1
973,good,2
974,,1
975,picture quality great delivered best beginner happy product,2
976,didn receive memory card,1
977,good quality,2
978,good beginner,2
979,good beginner,2
980,lens working purchase dont know somebody suggest please,2
981,awesome camera super picture quality,2
982,momery card working replace,2
983,camera fabulous,2
984,good quality time limiter stop video automatically minute hard draw back,2
985,nice,2
986,good quality image worth money good camera price range,2
987,best price money canon dgood picture,2
988,best,2
989,camera,1
990,beginner best budget dslr,2
991,good,2
992,amazing picture quality,2
993,average picture quality camera good,2
995,nice product best beginner amazon delivered time neat packing worth purchase,2
996,love camera,2
997,picture quality good,2
998,good nice beginner,2
999,happy,2
1000,handy user sometimes auto focus work properly,1
1001,worth amount,2
1002,good beginner,2
1003,awesome camera good price good value money,2
1004,picture quality awesome,1
1005,dslr canond good,2
1006,good,2
1007,best beginner,2
1008,good basic camera good fresher,2
1009,viewed youtube video purchasing camera fake,0
1010,nice,2
1011,first dslr happy,1
1012,super camera,2
1013,really like camera every thing perfect,2
1014,good product warranty already registered purchased,2
1015,good beginner setting lendhy make understand good product good price,2
1016,picture quality good amazing camera beginner,2
1017,best beginner photography,2
1018,super quality starting tele lens,2
1019,excellent product,2
1020,slow,1
1021,awesome product,2
1022,good product kand picture quality good,2
1023,product quality good think product duplicated,2
1024,perfect beginner,2
1025,picture quality amazing,2
1026,show problem worst canon dont product care full,0
1027,picture quality type increase,2
1028,beginner awesome product auto focusing,2
1029,good,2
1030,really good camera beginner great pricing,2
1031,branded model according market rupee,1
1032,nice picture quality,2
1033,canon full beginner best camera budget beginner,2
1034,amazing dslr,2
1035,like wifi connection mobile camera super operate,2
1036,good beginner,2
1037,first camera happy want good camera price close,2
1038,first dslr best product beginner awesome picture must,2
1039,best camera biggnersbut photo quality like biggner awasome,2
1040,picture quality superb best beginner,2
1041,fantastic beginner,2
1042,suitable video youtube better,2
1043,,2
1044,using canon prime lens good starting camera beginnera,2
1045,good beginner,2
1046,good product,2
1047,good picture quality easy,2
1048,great picture quality best beginner auto focus work well give best photo,2
1049,,1
1050,dislikeall good,1
1051,shoe problem occurs external flash doesnt supporting,0
1052,nice,2
1053,camera biggners,2
1054,good quality product,2
1055,best camera,2
1056,product great beginner like,2
1057,good,2
1058,good photogarhy video,2
1059,love camera beginner,2
1060,defective productnot happy amazon,2
1061,nice bigginers best dslr,2
1062,awsome,1
1063,connect camera otherwise product good beginner,2
1064,camera quality best item missing package,2
1065,memory card missing,0
1066,good qualityduplicate product,2
1067,nice,2
1068,nice dslr worth every penny easy amazing proud,2
1069,good beginner,2
1070,beginnersits good onethere option need explore,2
1071,best quality picture,2
1072,amazing dslrpicture quality awesomeeasy,2
1073,memory card included,1
1074,like camera beginersworthful,2
1075,overall good beginner,2
1076,good camera auto focus good,2
1077,good lower budget,2
1078,entry lavel dslr camera beginnersgetting prime lens best option,2
1079,camera picture quality,1
1080,good beginner,2
1081,good product delivered within time,2
1082,user friendly camera,2
1083,great product beginner,2
1084,picture quality good,2
1085,worth full productdont think,2
1086,awesome product,2
1087,satisfied picture quality although product fine rupee,2
1088,amazon delivered defective item recommended anyone,0
1089,best beginner dout worth money bought,2
1090,received package without camera unit,1
1091,good product,2
1092,easy beginner good quality,2
1093,nice product good quality nice delivery,2
1094,charger working properly visited near canon service center response,0
1095,good product helpful photography,2
1096,good quality,2
1097,best camera beginner personal would,2
1098,good,2
1099,good product,2
1100,amazing product nicely packed,2
1101,like firm thumb grip camera video quality wonderful light weight easy handle auto focus upto markz,2
1102,good,2
1103,awesome camera beginner wifi system cool easy care,2
1104,value money,2
1105,camera beginner cheap compare daddy like mirroless camera model,2
1106,purchase extract curicullar activity,1
1107,browser support html video great experience,2
1108,veey good camera beginner good feature good camere qualiti price,2
1109,nice camera nice dslr,2
1110,best beginnersand another lens choice picture quality superb,2
1111,super,2
1112,good product beginnersand affordable price,2
1113,super,2
1114,thank much,2
1115,continuous shoot slow pronama modelow light shooting better,2
1116,good photography,2
1117,good,2
1118,good product,2
1119,bought good beginner,2
1120,product amazing video quality poor focusing problem,0
1121,good,2
1122,good product using auto mode noob,2
1123,superb,2
1124,product better feature,2
1125,ossum experience,1
1126,awesome camera beginner,2
1127,product wise good dont purchase product amazon didnt cash back worst amazon service,1
1128,nice good camera,2
1129,happy product canon,2
1130,great compared expectation,2
1131,osam picture quality delivary amazon,2
1132,nice device beginner well packaged,2
1133,good beginner,2
1134,browser support html video product received open condition,2
1135,awesome,2
1136,goodgood enough beginner,1
1137,good quality product perfect beginner,2
1138,batary quality bater memory suport video quality normal foto quality normal,1
1139,like productcanon best deal,2
1140,great beginner auto focus making noise take time focuspicture quality excelent,2
1141,lens lens jammed cannot open camera otherwise working fine dealer please call comment,2
1142,excellent camera value money blur sharp image captured recommend,2
1143,happy product thank canon nice product,2
1144,good camera beginnersgood packingfast delivery,2
1145,awesome,2
1146,jesa maine socha usse kafi accha dslr love body lense,2
1147,best beginner nice product worth money,2
1148,good entry level dslr must product,2
1149,good beginner,2
1150,nice begning,2
1151,fine,2
1152,price beautiful offering canon satisfied product,2
1153,kind,2
1154,excellent product beginner,2
1155,good beginner,2
1156,continuous shoot hang camera,0
1157,beginner best camera grab deal start enjoy photography,2
1158,picture quality good video recording baddont video purpose,2
1159,worthi suggest,1
1160,liked product much,2
1161,super camera best beginner canon,2
1162,overal quality good,2
1163,battery backup auto focus take much time make sound video,1
1164,best camera,2
1165,good,2
1166,product never purchase,0
1167,great product couldve better best camera beginner photographer,2
1168,good clarity,2
1169,good camera beginner,2
1170,easy beginner learn photography using camera,2
1171,camera closing best camera beginners,2
1172,nice camera beginner,2
1173,good product easy learn tactic photography best amatures,2
1174,amazing equipment beginner easy figure setting even without guide,2
1175,nice image quality,2
1176,best budget camera,2
1177,nice product love shop amazon,2
1178,video focusing problem,0
1179,awesome product always canon best,2
1180,first dslr best reasonable price beginner enjoying buddy,2
1181,,2
1182,value money,2
1183,happy nice product thanks amazon,2
1184,best product beginner cheap price,2
1185,like product recommend product everyone,2
1186,best,2
1187,first time used dslr photo look professional auto modevery satisfied,2
1188,good,2
1189,goood,1
1190,perfect beginner dslr camera loren photography,2
1191,awesome camera beginner worthy price,2
1192,focus,1
1193,product worth cost easy handle good picture video quality,2
1194,good,2
1195,good,2
1196,best camera beginner thanks canon amazon full fill dream lowest price,2
1197,nice camera beginers,2
1198,autofocus good take time focus,2
1199,best product beginner,2
1200,good beginner picture quality goodbest camera price,2
1201,excellent dslr beginner value money,2
1202,wonderful camera beginner,2
1203,working good,2
1204,good camera begginersbut wifi working onlyplease tell,2
1205,option took almost learnhow click different mode,1
1206,picture best beginner,2
1207,card missing package,0
1208,good beginner insta devsmikiphotography,2
1209,excellant,1
1210,good entry level camera little practice take good,2
1211,good product,2
1212,great product beginntes best product given price rangeoffers variety shooting option,2
1213,amazing picture quality happy this,2
1214,good quality delevery wrost amazon wrost,2
1215,waste,0
1216,good beginner,2
1217,superb product like quality,2
1218,good,2
1219,nice product,2
1220,first camera picture quality good even night,2
1221,quality night,0
1222,absolutely awesome,2
1223,handy dslr beginnerseasy user interface,1
1224,good product beginner,2
1225,liked product picture quality camera wonderful good beginner thanks,2
1226,nice camera beginner zoom lens require creating better blur,2
1227,good product,2
1228,best canon camera ever sprtnq,2
1229,good quality product,2
1230,nice camera,2
1231,nice camera beginner really enjoyed using,2
1232,perfect camera beginner must searching dslr,2
1233,excellent camera fullt satisfied product small disappointed cable provided,2
1234,nice,2
1235,much like,2
1236,cannon always good,2
1237,nice handle,2
1238,super amazing product,2
1239,good beginner camera,2
1240,beginner,1
1241,nice camera picture quality good easy body handi nice video recording,2
1242,perfect price range,2
1243,good dslr beginner quality came camera could better,2
1244,superb camera,2
1245,worth money spent product delivered safely time good offer price,2
1246,auto focus beginner friendly,2
1247,bought freedom offer sale worth happy thank amazon,2
1248,purchased camera gifted daughter happy,2
1249,word super,2
1250,best,2
1251,great,2
1252,auto focus slow make much noise mostly using manual focus,1
1253,good product,2
1254,nice product,2
1255,quality dont buybuy nikon dslr canon camera camera dont,0
1256,didnt invoice item cheated invoice wont warranty,0
1257,best beginner,2
1258,superb quality,2
1259,display touch screen capture dont clear,0
1260,good product easy,2
1261,canonname sufficient,1
1262,good,2
1263,best product,2
1264,nice productthe focus point background blur amazing overall good product,2
1265,awesome beginner,2
1266,nice camera beginner,2
1267,good love,2
1268,good auto focus video good,2
1269,would recommend amazing camera,2
1270,great product great delivery amazon,2
1271,nice product beginner,2
1272,nice product beginner,2
1273,picture quality amazing auto focusing also good camera,2
1274,awesome productsuperbbbbbbi really satisfied cameraprice thank,2
1275,good product,2
1276,like camera good,2
1277,thanks,2
1278,nice dslr beginner,2
1279,product good picture quality good,2
1280,excellent purchasenice image qualitymust beginner,2
1281,good product proper give better quality,2
1282,good quality product,2
1283,picture quality awesomeawesome product canon beginner,1
1284,photo took lens awesome long range,2
1285,good,2
1286,good purchase,2
1287,didnot earphone free product,2
1288,nice,2
1289,good camera,2
1290,super product good pricei easily recommend,2
1291,great,2
1292,really good product beginner,2
1293,good enough thinking,2
1294,best photo quality,2
1295,super camera spot metering,2
1296,worth product,2
1297,camera also includes great feature like wifi connectivity,2
1298,great beginner,2
1299,,2
1300,nice,2
1301,price good,2
1302,amazingbest beginner,1
1303,wonderful,2
1304,nice product,2
1305,good beginnersauto focus picture quality good,2
1306,like lenve packing camera,2
1307,value money good product,2
1308,great beginner,2
1309,goud,1
1310,overall camera good value money,2
1311,received product mentioned accessory good packaging,2
1312,quality poor,0
1313,nice choice buied,2
1314,external working model good youtubers video creator,2
1315,good produck value money,2
1316,excellent productespecially best beginner,2
1317,value money,2
1318,best dslr beginner,2
1319,take time auto focus,1
1320,like mobile camera,2
1321,good budget dslr camera,2
1322,love amazon package productswell good product,2
1323,nice product first time dslr user,2
1324,nice product,2
1325,really good beginner,2
1326,good handle quality good,2
1327,loved,2
1328,good beginner,2
1329,outstanding product amazon,2
1330,good,2
1331,good battery backup,2
1332,class,1
1333,noticed microphone input,1
1334,good,2
1335,perfect beginner,2
1336,focusing take alot time good beginner picture quality good easy handelling,2
1337,overall opinion good camera beginner,2
1338,picture quality amazing,2
1339,awesome deal,2
1340,best start,2
1341,super camera accessory excellent camera quality good,2
1342,excellent product,2
1343,beginner,1
1344,good camera beginner,2
1345,good beginner,2
1346,really like,2
1347,good easy beginner good knowledge required operate,2
1348,nice video quality photo graphy lens,2
1349,turely camera awesome thanks amazon,2
1350,nice camera good build quility fast delevery thanks amazone,2
1351,good start beginner,2
1352,handling camera easy,2
1353,good initial buyer,2
1354,good product,2
1355,best price best camera,2
1356,find camera case delivary,1
1357,product expectedauto focus awesome picture quality,2
1358,superb camera bought saleonly issue cannon lens costly,2
1359,awesome,2
1360,wonder product really like,2
1361,product good photography product price paying,2
1362,picture quality,1
1363,camera good picture quality worth cost,2
1364,perfect user start carrior,2
1365,received defective camera happy,2
1366,best price,2
1367,good camera,2
1368,auto focus point helpful beginnersquality also good,2
1369,best quality,2
1370,begainer,1
1371,best,2
1372,worth buying,2
1373,received lense camera exchange return soon possible,1
1374,choice best camera range bought summer sale,2
1375,value purchase good product,2
1376,good beginner,2
1377,good product beginningsit first dslr,2
1378,good beginner,2
1379,excellent product best dslr beginner easy portable stylish,2
1380,best budget,2
1381,supper camera,1
1382,good,2
1383,like auto focus,2
1384,auto focus capacity good picture quality also good,2
1385,amazing camera,2
1386,super product,2
1387,great product canon specially beginner speedy amazon delivery,2
1388,good product beginner well professional also,2
1389,good product,2
1390,excellent beginner,2
1391,good image quality functionalitiesgo,2
1392,single superate button video shot,1
1393,best cemara beginner,2
1394,youre beginner,1
1395,good camera beginner photographer,2
1396,good dont video recorder,2
1397,everything fine,2
1398,excellent,2
1399,awesome camera beginner taking camera budget,2
1400,good averagebut canon better canon,2
1401,good camera,2
1402,best beginner worth money value,2
1403,price good,2
1404,brilliant purchasefor beginnersmust buyit,2
1405,good picture quality,2
1406,nicely covered delivered time defect product picture quality great thanks amazon,2
1407,good,2
1408,excellent good camera beginner,2
1409,awesome camera limitation blur image value money,2
1410,yeah best beginner like,2
1411,beginner camera,1
1412,good price,2
1413,nice product beginnerszzz beginnerszz learn function provided camera,2
1414,shutter make noise interface easy simple,2
1415,video sooting,1
1416,best camera blindly thnqu amazon giving product,2
1417,absolutely perfect camera beginner canon,2
1418,good beginner handle care required,2
1419,easy usegood picture quality,2
1420,light performance else wonderful,2
1421,nice camera canon best,2
1422,worth,2
1423,best beginner auto focus good picture quality medium best camera,2
1424,proper bill warranty,1
1425,focus little noisy overall good,2
1426,good,2
1427,better touch screen hard toggle button,2
1428,good budget camera,2
1429,bigginer like best entry level dslr,2
1430,good product,2
1431,good product budget beginner liked much,2
1432,amazing camera price,2
1433,like camera unsatisfied product amazon,2
1434,flash light missing,0
1435,awesome camera better equal also,2
1436,best camera range,2
1437,beautiful beginner,2
1438,value money,2
1439,shoe problem theredont purchase professionally using,0
1440,price high,1
1441,best camera beginner,2
1442,outstanding productjust looking,2
1443,good beginner love live view shooting slow otherwise good,2
1444,best product price,2
1445,awesome product mind bloowing,2
1446,good beginner,2
1447,good,2
1448,good,2
1449,overall camera best best beginnersbut auto focusing time consuming,2
1450,happy product quility,2
1451,begginers difficult,0
1452,good product worth money,2
1453,nice easy picture quality superb,2
1454,begineers best picture quality auto focus,2
1455,cant called perfect dslrbut good beginner,1
1456,supar,1
1457,good beginner,2
1458,good package poor,0
1459,better output without photoshop,2
1460,want know product suitable camara,2
1461,liked product delivery even quicker expected,2
1462,good,2
1463,nice camara beginner battery life changing also good,2
1464,nice camera beginner,2
1465,lovely,2
1466,good beginner,2
1467,like camera learn photography,2
1468,awesome experience beginner,2
1469,good camera beginers,2
1470,picture quality awesome,2
1471,good beginner,2
1472,external flash normal camera working canon,1
1473,awesome product,2
1474,good entry level dslr beginner enjoying photography camera,2
1475,liked alot,2
1476,value money good quality,2
1477,good,2
1478,camera good,2
1479,good,1
1480,amazing love perfect,2
1481,quality product thanks amazon,2
1482,better,2
1483,good quality,2
1484,best dslr beginner must,2
1485,good satisfactory,2
1486,good camera didnt received card,2
1487,overall good performance,2
1488,good,2
1489,best beginner,2
1490,,2
1491,good quality camera beigners,2
1492,amazing camera start,2
1493,good picture quality,2
1494,good camra photography,2
1495,nice result also good like,2
1496,good,2
1497,nice picture quality,2
1498,best camera beginnres,2
1499,nice camera,2
1500,autofocus,0
1501,product,2
1502,awesome product,2
1503,superb,2
1504,perfect beginner,2
1505,dsrl good,2
1506,good product,2
1507,camera best beginner good battery life good picture quality,2
1508,good,2
1509,,1
1510,youre tight budget dslr,1
1511,nice budget nikon,2
1512,excellent,2
1513,expectation,2
1514,nice product value money,2
1515,good product,2
1516,good company,2
1517,perfect beginner like much,2
1518,best budget,2
1519,camera auto focus picture quality camera battery backup,0
1520,price point product best canon,2
1521,nice product,2
1522,much expected,1
1523,good expectation,2
1524,best entry level dslr itexlpore world photography,2
1525,best quality camera,2
1526,bhaut,1
1527,best quality product,2
1528,nicegood beginner,1
1529,best camera,2
1530,nice,2
1531,superb best dslr price compared,2
1532,nice beginner,2
1533,photography started dslr large small love canon dslr,2
1534,best camera beginnersthumbs,2
1535,nice camera tarining photo graphy nice,2
1536,good,2
1537,good product price,2
1538,goood auto focus,1
1539,zoom lence battery found,1
1540,good,2
1541,camera quality good camera good week sticked,2
1542,best,2
1543,nice,2
1544,good product cannon entry level user,2
1545,good beginner also family program,2
1546,nice,2
1547,camera besti using easyly,1
1548,good,2
1549,really like,2
1550,product good good good,2
1551,good beginner,2
1552,good beginner,2
1553,like,2
1554,osam product really fabulous,2
1555,good beginner,2
1556,best beginner,2
1557,auto focusing take quite time though good budget purchase,2
1558,picture quality perfect,2
1559,nice,2
1560,please,2
1561,best picture quality ametures,2
1562,well good price,2
1563,best camera beginner,2
1564,nice value money,2
1565,good product good pricethanks amazon,2
1566,awesome dslr quality expected,2
1567,good product excellent auto focus good beginner,2
1568,good camera beginner,2
1569,best dslr beginner,2
1570,excellent purchase beginner,2
1571,product awesome deal amazon loved,2
1572,amazing dslr entry level,2
1573,camera totally outstanding beginner reasonable price,2
1574,good,2
1575,screen guardalso camera good,2
1577,excellent product nice click picture,2
1578,nice camera beginner,2
1579,,2
1580,amazing camera beginner,2
1581,super quality canon purchased free focal earphone,2
1582,plastic quality,0
1583,camera awesome amazing photo best beginner,2
1584,super camara affordable price,2
1585,best dslr photography,2
1586,incompatible useful,2
1587,perfect camera beginner,2
1588,nice camera,2
1589,lovely product,2
1590,super product,2
1591,good,2
1592,nice camer dont mistake take lense,2
1593,nice,2
1594,nice camera user friendly good quality picture,2
1595,bought time price camera awesome beginner good,2
1596,auto focus beginner perfect camera picture quality awesome,2
1597,good camera start,2
1598,nice,2
1599,awesome camerathis camera cannon best form beginner,2
1600,disadvantage battery need carry extra always,0
1601,none beat range value money happy purchase,2
1602,good beginner,2
1603,good,2
1604,mark beginner,1
1605,good product quality budget thank giving,2
1606,greate camera bigginers,1
1607,nice camera price range,2
1608,nice camera,2
1609,,0
1610,nice range,2
1611,,1
1612,awesome,2
1613,good,2
1614,nice aspect bettry performance also good,2
1615,carry cover,1
1616,excellent,2
1617,good picture quality good beginner,2
1618,good beginner,2
1619,nice product,2
1620,awesome product,2
1621,thing dont,1
1622,assom beginner happy camera,2
1623,nice love,2
1624,,1
1625,awesome camera beginner,2
1626,good beginner decent price,2
1627,good beginner,2
1628,best class,2
1629,nice product,2
1630,sorry,0
1631,perfect deal awesome product canon lover love,2
1632,good product,2
1633,picture quality good,2
1634,defective scratch lens,0
1635,great value money tele lens portrait,2
1636,good start beginning capture,2
1637,personal goodeasy operate,1
1638,good,2
1639,reason,1
1640,good working properly quality,2
1641,good,2
1642,good,2
1643,awesome product,2
1644,good camera biggnar,2
1645,satisfied product,2
1646,value money,2
1647,good price good product,2
1648,good,2
1649,budget level camera perfect camera train,2
1650,best choice beginnersits available cheap price compared market,2
1651,really amazing product happy,2
1652,must beginner,1
1653,camera excellent picture quality excellent good biggners,2
1654,recieved used camara,1
1655,wonderful camera useful beginner professional,2
1656,product beginner,1
1657,nice product,2
1658,good,2
1659,nice,2
1660,better experience beginner,2
1661,amazing product,2
1662,nice,2
1663,,1
1664,thanks amazon best price,2
1665,awesome happy dont think,2
1666,nice,2
1667,look photography,1
1668,everything good,2
1669,fiuonup,1
1670,recommended dslr beginner worth price,2
1671,best price thanks amazon,2
1672,brilliant entry level dslr autofocus,2
1673,biginers,1
1674,auto focus best beginner,2
1675,good,2
1676,good picture quality,2
1677,best,2
1679,awesome beginner,2
1680,nice,2
1681,good little expensive,2
1682,awesome,2
1683,bought single lensit useful beginner photography,2
1684,great dslr begginers easy could better term picture quality,2
1685,superb,2
1686,product money loss,0
1687,best option current price great beginner,2
1688,vgood proand marketing,1
1689,camera perfect beginner photographer,2
1690,great experience,2
1691,fantastic,2
1692,good dslr camera beginnershowever battery life could better,2
1693,earphone received,1
1694,video mode camera push option push video recording,1
1695,awesome nice,2
1696,nice camera,2
1697,overall good,2
1698,best budget dslr,2
1699,connecting cable camera laptop,1
1700,awesome,2
1701,best quality,2
1702,awesome,2
1703,good prodict,2
1704,friendly product,2
1705,best,2
1706,nice camera great quality,2
1707,perfect,2
1708,good product surely meet expectation,2
1709,good product easy useoverall price valued product,2
1710,nice product start photographyawsome,2
1711,worth money,2
1712,good,2
1713,product,2
1714,cary case mila,1
1715,good,2
1716,great beginner,2
1717,good product beginner picture also great,2
1718,love product,2
1719,nice product,2
1720,good,2
1721,best camera,2
1722,awesome product good using beginner good clarity,2
1723,wonderfull camera absolutely loved,2
1724,excellent composited camera range,2
1725,beginner blindly,1
1726,good camera beginner,2
1727,,2
1728,good dslr auto focus quality picture clear,2
1729,nice,2
1730,good product,2
1731,nice camera beginner,2
1732,super,2
1733,perfect beginner,2
1734,,0
1735,best beginner bought item,2
1736,zooming could better offer,2
1737,excellent camera beginner,2
1738,good,2
1739,liked product much please know accessory securely handle,2
1740,superb,2
1741,relly good,2
1742,nice dslr nice product,2
1743,super,2
1744,camera achha,1
1745,goood beginner,1
1746,good value money,2
1747,overall good product,2
1748,good,2
1749,wonderful beginner autofocus great picture quality,2
1750,,2
1751,high quality,1
1752,great camera,2
1753,nice camerasuper nice pixel,2
1754,good,2
1755,good product price,2
1756,beginner camera good auto focus good,2
1757,awesome product thanks amazon,2
1758,good quality image,2
1759,require improve battery capacity according nikon,2
1760,good,2
1761,value money,2
1762,better parformance,2
1763,camera worthless waste quality,0
1764,good,2
1765,good beginnersgood quality photo,2
1766,overall good,2
1767,good,2
1768,best camera price range convenient best choice beginner,2
1769,good,2
1770,good camera beginner,2
1771,product amazon corior facility good,2
1772,much satisfied,2
1773,nice canon provide movable screen,2
1774,could better lens,2
1775,best deal best camera best shopping platform,2
1776,nice,2
1777,good,2
1778,good,2
1779,,1
1780,damaged,0
1781,perfect using,2
1782,nice product must recommend beginner,2
1783,useful beginner,2
1784,comment,1
1785,product good fully satisfied,2
1786,auto focus take much time noise,1
1787,paisa usul,1
1788,good,2
1789,beginner product perfect,2
1790,nice bigineers,2
1791,think best camara beginner,2
1792,beginner,1
1793,best camera beginner better photography,2
1794,dlsr budget camera,1
1795,blur,2
1796,nice,2
1797,good,2
1798,good camera,2
1799,really good beginner,2
1800,product aswome help,2
1801,good photo quality,2
1802,good product,2
1803,,2
1804,camera kthanks amazongreatindiansale,1
1805,good beginner little average picture quality,2
1806,good beginner like learn photography,2
1807,good,2
1808,affordable easy,2
1809,excellent,2
1810,good,2
1811,good,2
1812,excellent camera price range,2
1813,super,2
1814,good beginner,2
1815,nice oneand great beginner,2
1816,payexcellent,1
1817,awsm,1
1818,perfect camera beginner,2
1819,amazingdecent camera budgeteasy cameragud pixel,1
1820,good starter think lens good,2
1821,good beginner,2
1822,awesome,2
1823,good,2
1824,nice product,2
1825,beginner great camera,2
1826,nice,2
1827,good quality product,2
1828,picture quality,0
1829,good picture quality easy haddling,2
1830,value money,2
1831,value money,2
1832,awesome picture quality,2
1833,good,2
1834,easy useexcellent quality,2
1835,,1
1836,thanks amazon fullfil desire amazing beginner,2
1837,nice,2
1838,useful easy learn beginner,2
1839,good product also best price,2
1840,highly helpfull beginner,1
1841,nice,2
1842,best dslr,2
1843,auto focus,1
1844,usefull everyone mainly shor film,1
1845,beginner picture quality okay,2
1846,good bigner,2
1847,good,2
1848,good,2
1849,fantastic product price,2
1850,good product,2
1851,best dslr,2
1852,product nicehighly preferred beginner,1
1853,started using canon month satisfied product quality,2
1854,good price,2
1855,good camera,2
1856,awesome,2
1857,super,2
1859,good product,2
1860,awesome camera thanks amazon,2
1861,good dslr camera video quality need improve,2
1862,best camera beginner,2
1863,super,2
1864,mast,1
1865,good,2
1866,photography good,2
1867,brought camera,1
1868,good range,2
1869,cost best product suggest purchase,2
1870,good,2
1871,getting bill,1
1872,nice,2
1873,worst,0
1874,amazing picture best beginner,2
1875,best entry level dslrgood canon,2
1876,,1
1877,nice camera quality,2
1878,nice canon good product,2
1879,nothing,1
1880,product performance expected,1
1881,good camera,2
1882,good quality,2
1883,nice camera,2
1884,overall good dslr camera beginner,2
1885,great product price range,2
1886,good beginner,2
1887,awesome camera,2
1888,good,2
1889,,0
1890,excellent product prompt delivery,2
1891,product good good light photography,2
1892,paisa vasul,1
1893,good product price,2
1894,good picture quality,2
1895,good,2
1896,awsome beginner,1
1897,best beginner,2
1898,good quality good beginner,2
1899,buying camra zoom lens helpful,2
1900,good camera beginers bought,2
1901,best camera among rangeoverall good performance,2
1902,cemara flash connecting,1
1903,like amazon service,2
1904,best camera beginner,2
1905,good camera beginner,2
1906,easy shoot,2
1907,auto focus,1
1908,superb picture quality,2
1909,great beginers,2
1910,excellant beginner,1
1911,good beginner casual photography,2
1912,awesome,2
1913,awesome beginner,2
1914,good starting,2
1916,user friendly,2
1917,great need improve performance,2
1918,good,2
1919,excellent beginner quality price,2
1920,best beginner camera,2
1921,nice camera,2
1922,amazing,2
1923,nice camera good delivery thanks amazon,2
1924,like pricing quality dislike focus quality,1
1925,amazing product affordable price,2
1926,best camera beginner also good product,2
